headline,inLanguage,datePublished,reviewBody,ratingValue,Company
På alle måder en uacceptabel restauration,da,2018-06-01T14:24:07Z,"Fredag den 31. juni 2018 kl. 18:00 var vi indbudt til vores søns 45-års fødselsdag - ialt 8 personer. Det blev en meget trist oplevelse!
1. Der var foretaget bordbestilling til 8 personer. Ved ankomst var der ikke foretaget opdækning.
2. Efter bestilling af menu, gik der en time og ca. 15 minutter inden vi kunne  spise. 
3. Flere retter blev serveret uden det bestilte fulgte med f.eks. en tallerken 
kun med et stykke kød, og med en forklaring om, at alt tilbehøret var udsolgt - ja, man tror det er løgn, eller skjult kamera.
4. Ved påtale af dårllg service blev vi mødt med et uvenligt personale.
Jensens Bøfhus kan være helt sikker på, at vi ikke besøger nogen af kædens restaurationer igen - ALDRIG!",1,www.jensens.com
Jensens bøfhus Hillerød,da,2018-05-31T11:24:06Z,"Vi kommer jævnligt på,denne restaurant , fordi vi plejer at få god mad og god service her.
Lørdag d. .26.5.18 havde vi desværre en dårlig,oplevelse. .
Vi var 4 og havde bestilt bord i forvejen.
Vi valgte alle en af menuerne med forret, hovedret og dessert. Vi spurgte, om vi kunne ændre i menuerne mht forret og dessert, men fik nej til dette. Fair nok. Vi havde hver vores præferencer, men kunne bytte indbyrdes, så alle blev tilfredse.
Det blev en lang aften med meget mere ventetid end vanligt.  19-21.55.
Da vi når frem til desserten, spørger tjeneren, om vi har fået at vide, at  desserten Queens Delight er udsolgt. Den var en del af 3 af de 4 menuer og grunden til at én i selskabethavde bestilt netop dén menu. Han havde egentlig haft lyst til en anden forret, men havde valgt at prioritere desserten.
Vi bliver alle tilbudt at vælge en anden dessert. (Nu kan det godt lade sig gøre at lave om) men han bryder sig ikke om de andre og takker nej.
Vi taler om dette og bliver enige om, at udtrykke vores utilfredshed, inden vi går. Vi havde ikke valgt menuer, hvis vi havde vidst dette fra starten. 
Det bliver taget meget ilde op. Vi får at vide, at ""desserten er alligevel gratis i menuerne"". Det passer i øvrigt ikke iflg vores regnestykke. Og at der kan ikke kompenseres på nogen måde. Den ene af tjenerne virker direkte fjendtlig. 
Vi går fra vores foretrukne restaurant  over 1200 kr fattigere med en følelse af at være blevet behandlet dårligt.
Det skal nævnes, at vi er venlige undervejs og at vores kritik blev fremført i en sober tone, hvor vi prøvede at give udtryk for vores samlede  oplevelse af aftenen.",2,www.jensens.com
Dårlig oplevelse,da,2018-05-30T11:16:53Z,"Dårlig service og dårlig kvalitet!! Jeg bestilt en medium pøf, den var så gennemstegt og har heldigvis taget billede af det. Man skal vente lang tid for at få fat i en tjerne selvom der var mange af dem men ingen af dem gad at komme forbi eller spørger om alt er ok. Alt i alt, dårlig oplevelse.",1,www.jensens.com
I dag var vi på Jensens Bøfhus Esbjerg,da,2018-05-24T21:00:56Z,I dag var vi på Jensens Bøfhus Esbjerg. Maden var god og betjeningen var i top. De seneste gange har servicen været fremragende,5,www.jensens.com
Lang ventetid på Jensens Bøfhus i Århus C,da,2018-05-17T20:57:35Z,"Jensens Bøfhus i Århus C er under alt kritik.
Venter over en halv time på maden og en dessert ordre glemmer de helt. Dårlig service. Uoplagt personale og slet ikke opmærksom på kunderne. Der kommer jeg i hvert ikke igen.",1,www.jensens.com
Dårlig betjening,da,2018-05-15T10:58:43Z,"Vi var 3 personaler med 18 udviklingshæmmede på Holbæk Bøfhus tirsdag 8.5 kl 17.00.
Vi havde ringet om det i forvejen.
Da vi kommer til at bestille var der meget lidt imødekommenhed. Tjeneren viste tydeligt tegn på modvilje, da vi sagde at borgerne med individuel økonomi, selvfølgelig skulle betale hver for sig.
Ved udleveringen af maden kom der brok fra tjeneren over at der måske var nogen der havde fået noget de ikke havde bestilt, så der var noget forkert til sidste borger.
Da der var 4 forskellige der udleverede mad, og tilmed var 2 af dem forholdsvis nye, var sandsynligheden for at noget gik galt fra husets side stor.
Men da det netop var udviklingshæmmede må der forventes en systematik og tålmodighed fra husets side, 
Da alle vores borgere (samt andre kunder) skal betale, står der en ny ved kassen, som tydeligvis er usikker - som jo er forventeligt når man er ny. Hun beder om hjælp, det samme gør min kollega, men hun får ingen, trods at chefværtinden står ved siden af, så det tager meget lang tid at betale.
Da alle har betalt, mangler der at blive betalt for en kop kaffe i det samlede beløb på ca. 4.500,- 
Min kollega foreslår, at med så stort beløb vi har betalt, kunne denne ene kaffe være rabat. 
Men det kunne overhovedet ikke lade sig gøre, da den var slået ind på kassen. Her var det souchefen selv der var inde over.
Fra huset blev der givet et klubkort som vi senere kunne få rabat på, så det måtte jo så være i orden.
For os er det princippet om den ene kop kaffe, kontra den store regning.
Desuden er det jo klar forretningsstrategi at man giver dette klubkort for at få kunderne til at komme igen.
Vores borgere er generelt meget glade for at komme på bøfhus, men en sådan oplevelse kunne meget nemt få os til at foreslå et andet spisested.
Venlig hilsen personalet ved deltagelsen.",2,www.jensens.com
Altid god mad og god oplevelse når jeg…,da,2018-05-14T10:04:32Z,Altid god mad og god oplevelse når jeg har spist på Jensens'. Er glad for jeres nye koncept med at man må bestille forskellige kartoffelvarianter i jeres ad libitum-tilbud. Anbefaling herfra :-),5,www.jensens.com
Stort hår i maden og dårlig betjening,da,2018-05-13T20:03:25Z,"Har netop besøgt Jensens Bøfhus på Vesterbrogade i København. 

Fandt et stort hår i maden, og den eneste kompensation var en gratis sodavand (fordi den såkaldt Manager synes det var passende).

Tilmed kedelig mad - kan absolut ikke anbefales.",1,www.jensens.com
Var på Jensens bøfhus i Holstebro nu er…,da,2018-05-13T17:56:52Z,Var på Jensens bøfhus i Holstebro nu er kl 1951 vi kom kl 18 vi sad og ventede længe på tjeneren ok så kom maden langt om længe da vi skulle bestille ekstra kartofler og sovs gik der over 30 min så kom de forkerte kartofler og det blev sagt bestilte ny der gik over 15 min det er dårlig service i skal hvis ha flere ansattte og det er ingen undskyldning vi har travlt det tager man da højde for på mors dag og da vi betalte tog de fuld pris for børne menu ikke halv pris,2,www.jensens.com
Det var nu 15 år sidst jeg var på…,da,2018-05-11T09:19:42Z,"Det var nu 15 år sidst jeg var på Jensens bøfhus på kultorvet. Og det var mildt sagt elendigt. Nu fik jeg så et gavekort og gav dem en ny chance. Denne gang i Hillerød.Gavekortet viste vi frem straks vi mødte ind og fik et bord. Efter en times tid venten fik vi så maden der egentlig var OK. Efter at have spist bad vi om regningen til vores tjener der også fik fremvist gavekortet da vi kom. Men da hun kom tilbage med den printede regning kunne vi ikke benytte gavekorte da vi ikke gav hende kortet i hånden ved ønsket om at modtage regningen.
OG DETTE AGTEDE MAN IKKE AT ÆNDRE.PÅ.
Så vi betalte og fik så bekræftet.Hvorfor Jensens bøfhus er i alvorlige økonomiske vanskeligheder.",2,www.jensens.com
God mad og lækkert mad,da,2018-05-10T16:57:09Z,God mad og lækkert mad. Lidt lang ventetid på ens mad.,3,www.jensens.com
I dag spiste jeg en mørbradgryde fra…,da,2018-05-06T15:36:47Z,"I dag spiste jeg en mørbradgryde fra Jensens bøfhus. Magen til elendig mad skal man lede efter. Det er endog værre end kommunens udbragte mad, som jeg heldigvis ikke behøver  Rent optrækkeri og ingen ernæringsværdi. I en snæver vending er der intet at komme efter her.",1,www.jensens.com
Silkeborg torv møgbeskidt,da,2018-05-05T09:34:20Z,Møgbeskidt spiseområde og toiletter på Silkeborg torv. Kommer der aldrig igen blev så syg af at spise der,1,www.jensens.com
Vedr restauranten i Kolding Storcenter.,da,2018-05-02T09:33:03Z,"Vedr restauranten i Kolding Storcenter.
Var faktisk meget positivt overrasket over jeres nye koncept. Kødet var fantastisk mørt og en virkelig god smag. Efter I nu er gået tilbage til jeres gamle koncept er kødet nu atter smagsløst og sejt og fyldt med sener.
En stor skuffelse og en kedelig discount restaurant.
Vi er færdig med at komme på jeres restaurant.",1,www.jensens.com
Ualmindeligt dårlige,da,2018-04-30T21:42:03Z,"Ualmindeligt dårlige. 
Gentagende gange er kødet ikke som du har bestilt, på trods af der endda er programmer til de forskellige måde at stege/grille det på. Du giver op og ender bare med at spise hvad der bliver serveret.
Ydermere har jeg aldrig fået en sodavand med brus. 
Det er en skam, at de ikke kan lave kød når det er en del af deres navn.",1,www.jensens.com
Jeg må vel betegnes som stamgæst i…,da,2018-04-30T18:40:40Z,"Jeg må vel betegnes som stamgæst i Rosenkrantzgade, Aarhus, og der er ABSOLUT intet at indvende.

Altid høflig og kompetent betjening. 

Maden er absolut i særklasse, og så er priserne absolut rimelige. 

Hilsen Bente, Rønde 😃

Jeg bliver nødt til at kaste lidt malurt i bægeret 😫
I dag var det anden gang inden for kort tid, jeg mødte op på Rosenkrantzgade for at erfare, at mit reserverede stambord var optaget 😧
Første gang ""troede"" tjeneren, at jeg havde ment et andet bord 😴  Jeg fik en beklagelse og en kop te.

I dag var meldingen den, at min reservation ikke var blevet ordentligt læst 😇😇😇
Ingen undskyldning. 

Der er visse grunde til, at jeg ALTID beder om samme bord, så nu venter jeg med spænding på, om min bekræftede reservation til 17.07. holder vand 💦

Hilsen Bente 😃

Hvor længe skal jeg mon vente på en tilbagemelding?????",3,www.jensens.com
Maden var alt for dyr i forhold til…,da,2018-04-28T21:50:57Z,"Maden var alt for dyr i forhold til kvaliteten.
Madrester flød under bordet. Da vi blev vist til det. Måtte finde anden stol da der var en fed klat eller andet klamt på den. Menu kort smurt ind i fedt. Bordet sejlede i vand,( håber vi det var) salatbar eller hvad de kalder der var Tom og det der var var slatten og ikke spor indbydende. (Så der valgte vi at spare) Der var ingen glas til dessert, topping eller mangel på samme tomme beholdere.
Dyrt og ingen Go oplevelsye",1,www.jensens.com
Dårligste oplevelse på jensens i…,da,2018-04-27T15:58:32Z,"Dårligste oplevelse på jensens i Hillerød, som eller har været rigtig god de mange gange min kone og jeg har været der.

Vi blive placeret ved siden af et højt råbende ungt fødselsdags selskab. Og fint nok de skal også være der, men de nægtet at give os et andet bord, da de var reserveret og folk var allerede på vej, så det kunne ikke lade sig gøre. 

På vej ind kunne vi tælle de første 5 tomme enkelt borde, og det samme kunne vi tælle på vej ud igen, både under og efter maden.

Her er det sidste gang vi kommer!",1,www.jensens.com
En super skøn oplevelse på Jensens i…,da,2018-04-25T13:58:01Z,"En super skøn oplevelse på Jensens i Tilst.
Skønt smilende medarbejdere, meget hjælpsomme og rigtig god service.
Lærke og hendes mandlige kollega havde et serviceniveau ud over det sædvanlige. Rigtig god hjælpe i forhold til allergi og maden var super lækker. 
At få et skønt kompliment med godt gæstskab har vi ikke prøvet før og tog imod med glæde😉
Stor ros til jer🤗
Vi kommer helt sikkert igen🤗🤗🤗",5,www.jensens.com
Hygge blev til irritation.,da,2018-04-21T18:47:24Z,"Har i aften været på Jensens bøf hus i Svendborg. Det blev lidt af en skuffelse og med en del irritation. En af mine gæster var så uheldig at få en kold kande sodavand væltet ned af ryggen, en noget træls situation i et særdeles overfyldt lokale. Efter et stykke tid blev gulvet tørret over, det var  noget klistret af sodavanden, endnu en forstyrrelse i maden. Desserten blev eftergivet og det var da ok. Jensens bøf hus i Svendborg er desværre ikke så god en oplevelse mere, salatbaren var næsten tom og bænken vi sad på var ulækker, sæderne var gået i alle syninger, og  der sidder børn og andre mennesker og spiser, hvordan rengøre man sæderne ? Der er noget at rette op på.",2,www.jensens.com
Absolut sidste besøg.,da,2018-04-15T18:27:42Z,"Det var så sidste gang vi besøgte Jensens Bøfhus i Waves. Da maden endelig kom, var 3 ud af 4 gange kartofler godt afkølede. Bøffen var så kold at hvidløgssmørret ikke smeltede. Da vi kontaktede tjeneren, var undskyldningen at, det var køkkenet der var skyld i det. Altså, aldrig mere Jensens Bøfhus.",2,www.jensens.com
Bestil ALDRIG fra Jensns Bøfhus,da,2018-04-13T17:12:57Z,"Idag er det anden gang og sidste gang jeg bestiller fra Jensens bødhus over justeat. 

Første gang jeg bestilte hos dem, bestilte jeg Ribeeye menu, som består af bøf, tykke fries og sauce. 

Men det eneste jeg fik leveret var en BØF, fik ingen fries eller sauce. Så jegmåtte spise bøf alene uden noget. Det sku ikke Iorden 😡🤬
Da leveringstiden vil tage mere end 45 min valgte jeg så at får min penge tilbage. 

Tænkte at alle kan lave en fejl og gav dem endnu en chance ved at bestille igen over just eat. 


Bestiller endnu en Ribeye menu. 
Hvad sker der så denne gang mon? 

Tja, denne gang manglede jeg så den vigtigste ting min BØF 😡🤬 så rasende. Kunne ikke får min bøf genlevering, fordi just eat ikke kunne får fat i butikken, da butikken har strømsvigt “TYPISK” .... 

Så nu må jeg nøjes med at spise min kartofler og sauce 😠 

Dårlig service",1,www.jensens.com
Dårlig service,da,2018-04-03T20:12:50Z,"Besøgte Jensen i tilst, dårlig service, bøffen var sej og fritterne bløde, ellers ikke noget at klage over.",1,www.jensens.com
Besøgte Jensens Bøfhus i Århus i går…,da,2018-04-01T17:30:17Z,"Besøgte Jensens Bøfhus i Århus i går den 31 marts. 
Maden var der ikke noget at sætte en finger på men må tilstå at det er længe siden jeg har fået så dårlig service / mangel på service. 
Vi kom lidt sent ( en time før de lukker ) vi spurgte om vi kunne nå en salat bar og svaret var ja - men at den blev fjernet om en halv time . Vi spiste en fin salat - der var ikke så mange gæster tilbage,  men lidt sad rundt omkring . 
Der var en del personale på men istedet for at komme rundt til bordene havde de mere travlt med at få ryddet salat baren præcis kl 21.30 - uden lige at spørger om nogen ønskede mere fra den - puste lys ud på bordene etc. 
Til sidst bemærkede de vores og nabo bordets tomme tallerknerne og kom forbi og tog dem. 
Jeg påpegede den manglende service for den unge pige ( på den gode måde / som et godt råd) og hun beklagede situationen",2,www.jensens.com
Kødet smagte råddent. Kartoflerne rå og sovsen smagte melet.,da,2018-04-01T00:56:02Z,Igen en dårlig oplevelse på jensens bøfhus. Føj.,1,www.jensens.com
